HPRNummer;Personnummer;Fornavn;Mellomnavn;Etternavn;Fødselsdato;Dødsdato;Kjønn;SistOppdatert;Statsborgerskap;Adresse;Postnummer;Poststed;Land
1017055;21096839429;NINA HENNY;STRENDO;VEGHOVA;1968.09.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KORNBLOMSTSVINGEN 2;4027;STAVANGER;
1017063;04018344764;DANGIS;;STRAND-KNUDSEN;1983.01.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BALDERS GATE 1 A;0263;OSLO;
1017071;17128007490;KAREN KONSTANSE;BJERRUM;OUSTEN;1980.12.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VOLLAVEGEN 22;7125;VANVIKAN;
1017098;17047438330;KURT JOHAN MARTIN;ROBERTOVICH;NOBERT;1974.04.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TVEITHOLMVEGEN 4;4275;SÆVELANDSVIK;
1017101;16058004689;ANNA GABRIELLE;;WIEWIORKA;1980.05.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BJØRKELIVEIEN 12;3430;SPIKKESTAD;
1017128;30076019246;PALMA HELENE;;ØSTEBRØT;1960.07.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;;KIRKEVEIEN 406;3143;KJØPMANNSKJÆR;
1017136;20104801863;SIRIPHON;;ZAKARIASSON;1948.10.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ELLEN GLEDITSCH' VEI 76;0987;OSLO;
1017144;06098310914;ALEXANDER KARL;;FRIDJONSSON;1983.09.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;;KNE;7732;STEINKJER;
1017152;08026817707;NICOLAUS;;HASA;1968.02.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SYD GEORGIAGATA 3 A;3238;SANDEFJORD;
1017160;03065402407;MARIA IZABELA;;MARSTENG;1954.06.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RÅDYRVEIEN 1;0595;OSLO;
1017179;63095406272;ISABELL CHRISTIN;;SHEEN;1954.09.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ALFRED CHRISTENSENSV 20 B 2850 NÆRUM, C/O SKADE DANMARK;;;landkoder:DK
1017187;61017534733;RUBEN E;GARATE;LEMMING;1975.01.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;;807 CHISEL POINT HOUSTON, TEXAS 77094 USA;;;
1017195;04047249843;TONE ANITHA;;IRVUNG;1972.04.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SELDALSVEGEN 271;4120;TAU;
1017209;27047139304;TRYGVE ARTHUR;;PØYSTI;1971.04.27 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BRUNSKRUBBVEIEN 34;1476;RASTA;
1017217;51015134570;EVALDS;;LEVSTAM;1951.01.11 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1017225;02124513629;HILDEGUNN KARIN;;FROVALL;1945.12.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BRUHAGEN 2;4306;SANDNES;
1017233;02107938004;DAGNY CHARLOTTE;;HAKMI;1979.10.02 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SLETTESTIEN 3;4050;SOLA;
1017268;02026913287;YURIKO;;FERNÅS;1969.02.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LEVARÅSEN 3;4230;SAND;
1017276;17077320989;INGE HERMANN;;OPAZO;1973.07.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;;SVENNEVIK;4521;LINDESNES;
1017284;01126138160;CZESLAW ALEKSANDER;SANDE;APPATHURAI;1961.12.01 00:00:00;;kjonn:1;2015.09.11 09:44:12;landkoder:AI;ORRESVINGEN 12;2050;JESSHEIM;
1017292;15097225432;LILLY SIGNORA;THUNOLD;BERZINIENE;1972.09.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GRANSHAGEN 5;9511;ALTA;
1017306;17065923319;STEIN OLA;VALDÉS;TREFFEN;1959.06.17 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;MYRVANG 4;6011;ÅLESUND;
1017322;12105820869;BORGNY MARGOT;;SACZEK;1958.10.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DRANGSVEGEN 90;5215;LYSEKLOSTER;
1017330;08028627956;GURDEEP SINGH;;DURRANS;1986.02.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;;HØYENHALLSVINGEN 11;0667;OSLO;
1017349;20065405599;DAVID PARKER;;PICHERY;1954.06.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STENGERVEIEN;3760;NESLANDSVATN;
1017365;25125046323;FINN BOYE;;LEKOWSKI;1950.12.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;PERMOBAKKEN 12;3534;SOKNA;
1017373;49126842375;MEKONNEN;;SMEDLEY;1968.12.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FUGELSTA 260 SE-834 98 BRUNFLO SVERIGE;;;
1017381;05024020519;MONOSIJ;;MORCHID;1940.02.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;;SÆBØ;4130;HJELMELAND;
1017403;26018504331;JACOB EDWARD;;BRUNHOLTZ;1985.01.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;;C/O REIDAR RODA HAGA;4160;FINNØY;
1017438;22117222881;GRETE ELI;;VISCIUNAITE;1972.11.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MÆLAGATA 7;3716;SKIEN;
1017454;19018307564;ALEXANDER VALERIEVICH;KNIPPEN;VILEMSONS;1983.01.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BJØRNSHOVDEN 28;5700;VOSS;
1017462;58065627068;LILY ROSE;;BÖTTGER;1956.06.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;;V/TORLEIF HAGA JADESVINGEN 35 4070 RANDABERG;4070;RANDABERG;
1017470;01035643830;MILDRID GRETE;;ZEKIRI;1956.03.01 00:00:00;;kjonn:2;2016.04.14 14:21:06;landkoder:NO;FRØYSLANDSVEIEN 26;4517;MANDAL;
1017489;17035310223;HILDE NELLY;;MCKELLAR;1953.03.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SIRIUSVEGEN 15 B;6419;MOLDE;
1017500;09098239925;BENGT-ARILD;;DUMAT-OL;1982.09.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;6445;MALMEFJORDEN;
1017527;15015722999;JOHAN NICOLAI;;NEDRUM;1957.01.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GERHARD GRANS VEI 17;5094;BERGEN;
1017535;01036505636;JENNY-ELIN;;RASATHURAI;1965.03.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;;OLSVIKFJELLET 21 A;5184;OLSVIK;
1017543;18054916333;BJØRN TORRY;;FAHMI;1949.05.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TØRAASMOEN ØVRE;2435;BRASKEREIDFOSS;
1017551;04067110078;RITA GUNN;RAPP SIMONSEN;LAURINAITYTE;1971.06.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;;PAUSVEI 6;3960;STATHELLE;
1017578;06075847910;JOSEPH CARLO;;PANTELAITIS;1958.07.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KJELVENE 37;4352;KLEPPE;
1017586;15097726563;STIAN ARNO;;BUDAS;1977.09.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BENTSJORDVEGEN 17;9006;TROMSØ;
1017594;23068211409;PÄIVI BIRGITTA;;SAGMO-HALVORSEN;1982.06.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;AKEBAKKESKOGEN 6 A;0490;OSLO;
1017624;28087727507;FRITZ RONALD;SJØTEIG;ARSKHANOV;1977.08.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TRESKOSVINGEN 8;7650;VERDAL;
1017632;68125332998;VEGARD CHRISTOFFER;;SKOTLAND;1953.12.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;;BO V/ PER SVANSTRØM BAKKEGATA 46 1807 ASKIM;1807;ASKIM;
1017659;30045543389;MECISLAVS;ØDERUD;DUPREY;1955.04.30 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NADDERUDVEIEN 90 H;1362;HOSLE;
1017667;16096936579;GLYNNE;;LANGFJELL;1969.09.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;FJELLVEIEN 21 A;1410;KOLBOTN;
1017675;23066513416;THANH PHUONG;;FLUGEIM;1965.06.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KILDEVEIEN 20;1472;FJELLHAMAR;
1017683;16087216393;ABDIRAHMAN KHALIF;;PHAIR;1972.08.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HASLEVEIEN 47 B;0575;OSLO;
1017691;13015803457;JETTE DALSGAARD;;BIALACH;1958.01.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ØVRE KIRKEBIRKELAND 78;5227;NESTTUN;
1017721;18095129656;BRYNHILD;;SULIAUSKAITE;1951.09.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HELLAND;5419;FITJAR;
1017756;46107835652;KATRINE ANITA;;JENSEN NESSE;1978.10.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;C/O ADVOKAT STEIN CARL HALLE RÅDHUSGT. 23 0158 OSLO;0158;OSLO;
1017764;15097716177;TEODORO A;;KVERNBERG;1977.09.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NORDRE HOVEDGÅRDS VEI 50;4621;KRISTIANSAND S;
1017780;28017224192;SVANTE LENNART;GRØNNEBERG;CHARAFALDIN;1972.01.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;;GULLSTØLSSTIEN 254;5153;BØNES;
1017802;23108306785;LENNART INGVAR;;WIDMANN;1983.10.23 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HARRY FETTS VEI 4;0667;OSLO;
1017810;20086327350;DAG ROALD;TJEMSLAND;FREIHERR VON ROLF;1963.08.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;;7340;OPPDAL;
1017829;25067118254;CHARLOTTE EILEEN;;GAWLAS;1971.06.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MIDTODDVEIEN 1 G;0494;OSLO;
1017837;65075823708;MALVIN JAN;;PAZUHA;1958.07.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GEORGI DIMITROV 3 5090 ZLATARITSA BULGARIA;;;landkoder:BG
1017845;16106804072;EDLY;GROSÅS;TENCH;1968.10.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HØNSEDALEN 36;5912;SEIM;
1017853;04105437914;MAGNUS OVE;;TAC-AN;1954.10.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SIVLES VEI 6 D;3060;SVELVIK;
1017861;18017805238;ANN JESSICA CAMILLA;;KANDAHL;1978.01.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VINNESLIA 34 A;3057;SOLBERGELVA;
1017888;06115819508;PAWEL NORBERT;;JANSONS;1958.11.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;;FLERENGSTRAND;7900;RØRVIK;
1017896;16054725845;KARIN-LOVISE;;BARSNES;1947.05.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ODALSVEIEN 60 B;3470;SLEMMESTAD;
1017918;04045817712;RUDOLF PEDER;;OGURCAK;1958.04.04 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HJALMARBAKKEN 7;3095;EIDSFOSS;
1017926;25128529090;THUY THI BICH;;KURAISHI;1985.12.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;JOHANNES BRUNS GATE 7;5008;BERGEN;
1017934;05076316033;LOVISE JOHANNA;;WELDEAMANUEL;1963.07.05 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;GAMLEVEIEN 20;3612;KONGSBERG;
1017950;29055047276;ODDHILD MERETE;;NÆSTAD;1950.05.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VIKTOR BAUMANNS VEI 10 B;7020;TRONDHEIM;
1017969;19126115566;SAMUEL ALAN;;MARTINS FERREIRA;1961.12.19 00:00:00;;kjonn:1;2014.10.20 12:22:00;;ULLERUDBAKKEN 5;1930;AURSKOG;
1017985;10055808649;KJELLFRID ASLAUG;;ILGUTUBRÅTEN;1958.05.10 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;6391;TRESFJORD;
1017993;02055134696;SHUSHAY HABTE;;HUNN;1951.05.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BIESTØA 6;4878;GRIMSTAD;
1018000;20065617413;JOSILENE*PIKE;BAI;SZENYK;1956.06.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;BONTVEITVEGEN 130;5229;KALANDSEIDET;
1018027;19128244819;VERONIKA KATRIN;;ABONALES;1982.12.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TORSTVEDTÅSEN 35;3271;LARVIK;
1018035;20027127992;ARNLEIK;;AURTUN;1971.02.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SYNNFJELLVEGEN 68;2880;NORD-TORPA;
1018051;20108510235;NETSUH KIDANE;;ADOLFSEN;1985.10.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;;YTRE MARKEVEIEN 4;5005;BERGEN;
1018086;24028215904;NEIL DOUGLAS;;KJØNSTAD;1982.02.24 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JONAS RODVELTS VEI 44;4370;EGERSUND;
1018094;08034622451;CORNELIA MARIA SOFIA;ISØY;VENEDOKKEN;1946.03.08 00:00:00;;kjonn:2;2014.10.20 12:22:00;;TOVERUDVEIEN 161;1930;AURSKOG;
1018108;14115222741;TORJUS MALVIN;;DARVISHIAN;1952.11.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GAMLE SONGEVEI 85 C;4842;ARENDAL;
1018116;02094028070;CHARON;MESFIN;AZEEZ;1940.09.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SVERIGES GATE 17 C;0658;OSLO;
1018124;03098236782;ROYAL;;MUSCAT;1982.09.03 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VALKYRIEGATA 5 D;5531;HAUGESUND;
1018132;08024211399;GRZEGORZ PIOTR;;ROSTAM;1942.02.08 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;JEAGILVARMADII 20;9730;KARASJOK;
1018140;61067549561;BJØRN INGAR;DE VRIES;HOGNÅS;1975.06.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;U F B;4358;KLEPPE;
1018159;47088041948;DAVID BRADLEY;CLAUDI;HUCKERBY;1980.08.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;TSAMADOY 50 GR-2622 PATRA T.K. HELLAS;;;
1018167;27106600452;RITA IRENE;;DAGSVIK;1966.10.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;;VARLEITESVINGEN 5 B;6065;ULSTEINVIK;
1018175;18077628076;LISE-KARINE;DAUGAARD;SAMUELJORD;1976.07.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;;7777;NORD-STATLAND;
1018183;12065103018;RANDI EMMA;RINDSETER;ELGQUIST;1951.06.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HELLÅSVEIEN 7 A;8011;BODØ;
1018191;12085836402;EMMA MARITA;;ROVERUDSETER;1958.08.12 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;WILLY MOES VEG 103;2034;HOLTER;
1018205;15096326804;JODIE;;DUBINSKAITE;1963.09.15 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HJELLPLASSEN 21;9750;HONNINGSVÅG;landkoder:FI
1018213;16108524697;NIMA MOHAMED;ATAKLT;ÅHFELDT;1985.10.16 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ÅSVEGEN 59;2133;GARDVIK;
1018221;18027900190;JOHAN BØRRE;;HOLSTEN;1979.02.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VIVESTADLINNA 461;3175;RAMNES;
1018248;06087219621;MARIANNE RUUD;;DRAHUS;1972.08.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RINGVEIEN 40;3482;TOFTE;
1018256;26014045774;JARI KRISTIAN;;CHRISTI;1940.01.26 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;SKAVLANS VEG 1;7022;TRONDHEIM;
1018264;21026047908;TROND GERHARD;;ROSENFRID;1960.02.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KYRKJEBAKKEN 4;5550;SVEIO;
1018272;28016108997;HAMZA ABDI;HELGEVOLD;JASIUNAS;1961.01.28 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BETZY KJELSBERGS VEI 244 A;3028;DRAMMEN;
1018280;24098148635;BOZENA WIESLAWA;;GRANSKOGLI;1981.09.24 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ARBEIDERGATA 27;3050;MJØNDALEN;
1018299;23038335154;TOR BORGAR;;BALAGOPAL;1983.03.23 00:00:00;;kjonn:1;2014.10.20 12:22:00;;MØLLEVEIEN 7;1613;FREDRIKSTAD;
1018302;65094612386;BJARNE ODDVAR;;MRIMBA;1946.09.25 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KIKOWO 13/9 PL 78-220 TYCNOWO POLEN;;;landkoder:PL
1018310;28084800610;DÉSIRÉE BIANCA;FERGEM;NURHASANAH;1948.08.28 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;CATHINKA GULDBERGS VEG 60;2034;HOLTER;
1018329;53017243019;CHANHOM;;SINDING;1972.01.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;WITOSZLOW DOLRIJ 127 58-100 SWIOLNICA POLAND;;;landkoder:PL
1018337;06027406937;KARL SIGFRED;;ANTONCZYK;1974.02.06 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SÆTERVEGEN 15 B;5236;RÅDAL;
1018345;31058200746;PALLE;;ZOLTNERS;1982.05.31 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;VEBERGVEIEN 32;1659;TORP;
1018353;22087219112;IAN PHILLIP;;ALI NOOR;1972.08.22 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BANMYRA 14;9414;HARSTAD;
1018388;11017603665;MAGNHILL;;NAUDZIUNAITE;1976.01.11 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TRESCHOWS GATE 15 A;0470;OSLO;
1018396;17014308024;JULIA MARTYNA;HEGLUND;MEZENGIE;1943.01.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LINDLAND;4485;FEDA;
1018418;15055913398;CRISTIAN RICARDO;PIETRUSZCZAK;LIDTUN;1959.05.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;;VAVIKBAKKEN 43;4639;KRISTIANSAND S;
1018426;06066246998;JAN AKSEL;;OUARDI;1962.06.06 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ARNT SMISTADS VEG 15;7023;TRONDHEIM;
1018434;27036539017;LAURA SARA;;GRIGONYTE;1965.03.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SKRANEVEGEN 58 B;5252;SØREIDGREND;
1018442;20066336035;ELLA MARIT;;CERAN;1963.06.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;RUSTADGRENDA 29;0693;OSLO;
1018450;07036845745;TANZIL;;SARELO;1968.03.07 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;KJØLBERGGATA 28 B;0653;OSLO;
1018469;05098240871;AUD NORHILD;;GUNN;1982.09.05 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;STRØMSÆTHERS VEI 76;1715;YVEN;
1018477;14067300018;HARDA ELVIRA;;STÖCKEL;1973.06.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RINGVEIEN 1 A;8400;SORTLAND;
1018485;12098711544;SEBASTIAN ARTHUR;;BREVOLD;1987.09.12 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BIERMANNS GATE 12 A;0473;OSLO;
1018493;27048129450;JENNY ANNE;;SKOKO;1981.04.27 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KOLHEIHAGEN 17;4034;STAVANGER;
1018507;02015107432;DUVA;;NOLSØE;1951.01.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ANGLAVIKVEGEN 55;5353;STRAUME;
1018515;19114426086;JINGWEN;ZEESHAN;GODØNES;1944.11.19 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SOLLIA 7 B;1816;SKIPTVET;
1018523;01048427002;KAREN ANETTE;;KRISTINARDOTTIR;1984.04.01 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;HALLFRED HØYEMS VEG 37;7047;TRONDHEIM;
1018531;26086438061;YODIT TECLE;;ODDHAUG;1964.08.26 00:00:00;;kjonn:2;2014.10.20 12:22:00;;;6150;ØRSTA;
1018558;30046745430;KARIN LILL;;MAEROOF;1967.04.30 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;KITTY KIELLANDS VEI 12 C;1344;HASLUM;
1018566;14046405189;FINN LORENTZ;ABDI-SAMED;SANDOR;1964.04.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;EVENSMOTRØA 6;2500;TYNSET;
1018574;01126048455;ÅSE BORGNY;;MADSBU;1960.12.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;ORTUFLATEN 14;5143;FYLLINGSDALEN;
1018582;17068021839;ASHA ABDI;;PACEK;1980.06.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LEIL. 551 VØYENSVINGEN 20;0458;OSLO;
1018590;54078706611;Ragna;;Heggebø;1987.07.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;Frants Beyers Veg 26;5232;;
1018604;21057803123;ISA MOHAMMAD;;SPINK;1978.05.21 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;PROST HOLMS VEI 73;2019;SKEDSMOKORSET;
1018612;21034529830;DOROTHY ELEANOR;MINDNES;SHARIIF;1945.03.21 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;DALEVEIEN 903;4519;HOLUM;
1018620;29125222364;MATS-KRISTIAN;HAUGSLAND;MAGLUNOB;1952.12.29 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;ORMLIAVEGEN 75;2074;EIDSVOLL VERK;
1018639;02065024864;AMINA MOHAMUD;;KITA;1950.06.02 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;SMEDGUTUA 31;2847;KOLBU;
1018647;57075534932;MARC JOSEPH;;WIESENBERG;1955.07.17 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;MØNSGADE 16 A 8000 ÅRHUS C DANMARK;;;
1018655;14127503428;YEE LING;;FASSELAND;1975.12.14 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;HALLDIS VEI 12;3244;SANDEFJORD;
1018663;01107001626;SIGFRID BEATHE;;YEBELO;1970.10.01 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NIELS JUELS GATE 17;0272;OSLO;
1018671;20028707305;MELCHOR ANGELES;;KURT;1987.02.20 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;NYLUNDBAKKEN 8;4364;SIREVÅG;
1018698;20034832405;PIA KRISTINE*PIKE;;SHARIFIAN;1948.03.20 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;LINDESNES' GATE 17 I;1707;SARPSBORG;
1018701;09068709951;LUDVIK ARTHUR;;NARHI;1987.06.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;BURÅSVEIEN 53;4514;MANDAL;
1018728;29048245615;TARAN MARIE;;HELLEMANSEN;1982.04.29 00:00:00;;kjonn:2;2014.10.20 12:22:00;;ST. OLAVS VEI 20 C;4631;KRISTIANSAND S;
1018736;18087846527;HARRY OVE;BJERKMAN;SIBILRUD;1978.08.18 00:00:00;;kjonn:1;2014.10.20 12:22:00;;;6612;GRØA;
1018744;09015403346;ARVE MARTON;;CATIGAN;1954.01.09 00:00:00;;kjonn:1;2014.10.20 12:22:00;;FJELLVEGEN 17;6265;VATNE;
1018760;15098524387;ASLAN MAGOMEDOVITSJ;;BROCKMANN;1985.09.15 00:00:00;;kjonn:1;2014.10.20 12:22:00;;LYNGNESVEGEN 70;5353;STRAUME;
1018779;18086716409;CAMILLA LYKKE;;FIEDOR;1967.08.18 00:00:00;;kjonn:2;2014.10.20 12:22:00;;LINDEBERGVEIEN 6 A;1358;JAR;
1018787;13064704847;TORDIS MINA;BJØRSET;SCHWEDER;1947.06.13 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;VIDSYNSTIEN 2;3080;HOLMESTRAND;
1018795;16056229586;WILLI;;REICHENBERG;1962.05.16 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;GRASMENIPO 17;5355;KNARREVIK;
1018809;54016041591;AYE CHAN;;VIKAS;1960.01.14 00:00:00;;kjonn:1;2014.10.20 12:22:00;landkoder:NO;V/SVERRE JOHANSEN TORSNESVEIEN 104 1634 GAMLE FREDRIKSTA;1634;GAMLEFREDRIKSTA;
1018817;25075520452;RIMANTE;;HEDDING;1955.07.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;RISKESTIEN 25;3032;DRAMMEN;
1018825;09028748482;BARBARA PAZ;;LINDBECK-HAUGE;1987.02.09 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;NORDENDEN 13;4230;SAND;
1018833;22064024373;HÅKON SVERRE;;ØYSTÅ;1940.06.22 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;PAUL BENTSENS GATE 27;3188;HORTEN;
1018841;03077343953;FARAKH;;MASCHER;1973.07.03 00:00:00;;kjonn:1;2014.10.20 12:22:00;;ENGAVEIEN 7 B;2010;STRØMMEN;
1018868;25056803737;SVEIN ALF;DYBRO;TEIXEIRA PARCHAO;1968.05.25 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TOTAKVEGEN 1670;3864;RAULAND;
1018876;04046043508;CHASAN;;KRZOSKA;1960.04.04 00:00:00;;kjonn:2;2014.10.20 12:22:00;landkoder:NO;TJUVHELLEREN 60;4628;KRISTIANSAND S;
